,Date,Position,Batter,Runs,Total Bases,Walks,Strike Outs,Stolen Bases,Points
1597,SEPTEMBER 13,SS,Jackson Merrill,1,5,0,0,0,6.0
1599,SEPTEMBER 13,OF,Jarren Duran,1,4,0,0,1,4.0
1601,SEPTEMBER 13,UTIL,Fernando Tatis Jr.,1,4,2,0,1,6.0
1602,SEPTEMBER 14,C,J.T. Realmuto,1,3,1,0,1,4.0
1603,SEPTEMBER 14,1B,Yandy Diaz,0,1,0,0,1,0.0
1604,SEPTEMBER 14,2B,Brendan Donovan,0,1,0,0,0,1.0
1605,SEPTEMBER 14,3B,Junior Caminero,0,6,1,0,1,6.0
1606,SEPTEMBER 14,SS,Jackson Merrill,0,4,2,0,1,5.0
1608,SEPTEMBER 14,OF,Jarren Duran,1,1,0,0,0,2.0
1610,SEPTEMBER 14,UTIL,Fernando Tatis Jr.,2,3,1,0,1,6.0
1611,SEPTEMBER 15,C,J.T. Realmuto,0,1,1,0,0,2.0
1612,SEPTEMBER 15,1B,Yandy Diaz,0,1,0,0,1,0.0
1613,SEPTEMBER 15,2B,Brendan Donovan,0,0,0,1,2,-1.0
1614,SEPTEMBER 15,3B,Junior Caminero,0,0,0,0,1,-1.0
1615,SEPTEMBER 15,SS,Jackson Merrill,0,0,0,0,1,-1.0
1617,SEPTEMBER 15,OF,Jarren Duran,0,1,0,0,0,1.0
1619,SEPTEMBER 15,UTIL,Fernando Tatis Jr.,1,4,1,0,0,6.0
1620,SEPTEMBER 16,C,J.T. Realmuto,0,2,0,0,0,2.0
1622,SEPTEMBER 16,2B,Brendan Donovan,1,2,1,1,0,5.0
1623,SEPTEMBER 16,3B,Alec Bohm,0,0,0,0,0,0.0
1624,SEPTEMBER 16,SS,Jackson Merrill,1,5,1,1,0,8.0
1628,SEPTEMBER 16,UTIL,Fernando Tatis Jr.,0,1,0,0,0,1.0
1629,SEPTEMBER 17,C,J.T. Realmuto,0,0,0,0,4,-4.0
1630,SEPTEMBER 17,1B,Yandy Diaz,1,2,0,1,1,3.0
1631,SEPTEMBER 17,2B,Brendan Donovan,0,2,0,0,1,2.0
1633,SEPTEMBER 17,SS,Jackson Merrill,0,0,0,0,0,0.0
1634,SEPTEMBER 17,OF,Jarren Duran,0,0,0,0,2,-2.0
1636,SEPTEMBER 17,OF,Tommy Edman,0,0,0,0,1,-1.0
1637,SEPTEMBER 17,UTIL,Fernando Tatis Jr.,2,3,0,0,1,5.0
1639,SEPTEMBER 18,1B,Yandy Diaz,0,0,0,0,1,-1.0
1640,SEPTEMBER 18,2B,Brendan Donovan,2,5,2,1,1,9.0
1641,SEPTEMBER 18,3B,Alec Bohm,1,4,1,1,1,6.0
1642,SEPTEMBER 18,SS,Jackson Merrill,0,4,0,0,0,4.0
1643,SEPTEMBER 18,OF,Jarren Duran,0,1,1,0,2,0.0
1645,SEPTEMBER 18,OF,Tommy Edman,1,4,2,0,1,6.0
1646,SEPTEMBER 18,UTIL,Fernando Tatis Jr.,1,4,1,0,3,3.0
1647,SEPTEMBER 19,C,J.T. Realmuto,1,2,0,1,1,3.0
1648,SEPTEMBER 19,1B,Yandy Diaz,0,1,0,0,0,1.0
1649,SEPTEMBER 19,2B,Brendan Donovan,0,5,2,0,0,7.0
1650,SEPTEMBER 19,3B,Alec Bohm,0,0,0,0,2,-2.0
1652,SEPTEMBER 19,OF,Jarren Duran,0,0,0,0,0,0.0
1654,SEPTEMBER 19,OF,Tommy Edman,2,2,2,1,1,6.0
1656,SEPTEMBER 20,C,J.T. Realmuto,1,5,2,0,1,7.0
1657,SEPTEMBER 20,1B,Yandy Diaz,0,2,0,1,0,3.0
1658,SEPTEMBER 20,2B,Brendan Donovan,0,0,0,1,0,1.0
1659,SEPTEMBER 20,3B,Alec Bohm,2,7,4,0,0,13.0
1660,SEPTEMBER 20,SS,Jackson Merrill,0,2,2,1,1,4.0
1661,SEPTEMBER 20,OF,Jarren Duran,0,2,0,2,2,4.0
1663,SEPTEMBER 20,OF,Tommy Edman,1,0,0,1,0,3.0
1664,SEPTEMBER 20,UTIL,Fernando Tatis Jr.,0,2,1,0,3,0.0
1665,SEPTEMBER 21,C,J.T. Realmuto,1,1,0,0,1,1.0
1666,SEPTEMBER 21,1B,Yandy Diaz,1,1,0,1,0,3.0
1667,SEPTEMBER 21,2B,Brendan Donovan,0,0,0,0,1,-1.0
1668,SEPTEMBER 21,3B,Alec Bohm,0,0,0,0,1,-1.0
1669,SEPTEMBER 21,SS,Jackson Merrill,1,2,1,1,0,5.0
1672,SEPTEMBER 21,OF,Tommy Edman,0,0,0,1,2,-1.0
1673,SEPTEMBER 21,UTIL,Fernando Tatis Jr.,0,4,0,0,1,3.0
1674,SEPTEMBER 22,C,J.T. Realmuto,0,0,0,0,2,-2.0
1675,SEPTEMBER 22,1B,Yandy Diaz,0,2,0,0,0,2.0
1676,SEPTEMBER 22,2B,Brendan Donovan,0,4,0,0,0,4.0
1677,SEPTEMBER 22,3B,Alec Bohm,0,1,1,0,1,1.0
1678,SEPTEMBER 22,SS,Jackson Merrill,0,0,0,0,1,-1.0
1679,SEPTEMBER 22,OF,Jarren Duran,3,3,2,2,1,9.0
1681,SEPTEMBER 22,OF,Tommy Edman,0,0,0,0,0,0.0
1682,SEPTEMBER 22,UTIL,Fernando Tatis Jr.,1,4,1,0,1,5.0
1683,SEPTEMBER 23,C,J.T. Realmuto,1,5,2,0,0,8.0
1686,SEPTEMBER 23,3B,Alec Bohm,0,0,0,1,1,0.0
1688,SEPTEMBER 23,OF,Jarren Duran,0,5,0,0,1,4.0
1693,SEPTEMBER 24,1B,Yandy Diaz,0,0,0,0,0,0.0
1694,SEPTEMBER 24,2B,Brendan Donovan,0,1,0,0,2,-1.0
1695,SEPTEMBER 24,3B,Alec Bohm,0,0,0,0,1,-1.0
1696,SEPTEMBER 24,SS,Jackson Merrill,1,1,0,0,1,1.0
1697,SEPTEMBER 24,OF,Jarren Duran,1,1,0,0,2,0.0
1699,SEPTEMBER 24,OF,Tommy Edman,0,1,0,0,1,0.0
1700,SEPTEMBER 24,UTIL,Fernando Tatis Jr.,0,0,0,0,1,-1.0
1701,SEPTEMBER 25,C,J.T. Realmuto,1,1,1,1,2,2.0
1703,SEPTEMBER 25,2B,Brendan Donovan,0,0,1,0,2,-1.0
1705,SEPTEMBER 25,SS,Jackson Merrill,1,2,0,0,0,3.0
1706,SEPTEMBER 25,OF,Jarren Duran,1,3,0,0,0,4.0
1708,SEPTEMBER 25,OF,Tommy Edman,1,2,0,1,1,3.0
1709,SEPTEMBER 25,UTIL,Fernando Tatis Jr.,1,6,1,1,0,9.0
1712,SEPTEMBER 26,2B,Brendan Donovan,0,1,0,0,0,1.0
1714,SEPTEMBER 26,SS,Jackson Merrill,0,0,0,0,0,0.0
1717,SEPTEMBER 26,OF,Tommy Edman,0,0,0,0,2,-2.0
1718,SEPTEMBER 26,UTIL,Fernando Tatis Jr.,0,1,0,1,1,2.0
1719,SEPTEMBER 27,C,J.T. Realmuto,0,0,0,0,1,-1.0
1720,SEPTEMBER 27,1B,Yandy Diaz,0,0,0,0,2,-2.0
1721,SEPTEMBER 27,2B,Brendan Donovan,0,1,0,0,0,1.0
1722,SEPTEMBER 27,3B,Alec Bohm,0,0,0,0,1,-1.0
1723,SEPTEMBER 27,SS,Jackson Merrill,0,3,1,0,0,4.0
1724,SEPTEMBER 27,OF,Steven Kwan,0,0,0,2,0,2.0
1725,SEPTEMBER 27,OF,Jarren Duran,0,1,0,0,1,0.0
1727,SEPTEMBER 27,UTIL,Fernando Tatis Jr.,0,0,0,0,1,-1.0
1728,SEPTEMBER 28,C,J.T. Realmuto,0,1,0,1,2,0.0
1729,SEPTEMBER 28,1B,Yandy Diaz,2,1,0,2,1,4.0
1730,SEPTEMBER 28,2B,Brendan Donovan,1,4,2,0,0,7.0
1731,SEPTEMBER 28,3B,Alec Bohm,0,0,1,0,0,1.0
1734,SEPTEMBER 28,OF,Jarren Duran,1,0,0,0,0,1.0
1739,SEPTEMBER 29,2B,Brendan Donovan,1,5,2,2,0,10.0
1740,SEPTEMBER 29,3B,Alec Bohm,0,1,1,0,1,1.0
1741,SEPTEMBER 29,SS,Jackson Merrill,0,1,0,1,0,2.0
1743,SEPTEMBER 29,OF,Jarren Duran,1,1,0,0,2,0.0
1745,SEPTEMBER 29,UTIL,Fernando Tatis Jr.,0,0,0,0,2,-2.0
