,Date,Position,Batter,Runs,Total Bases,Walks,Strike Outs,Stolen Bases,Points
0,MARCH 20,C,Jonah Heim,--,--,--,--,--,
1,MARCH 20,1B,Yandy Diaz,--,--,--,--,--,
2,MARCH 20,2B,Ha-Seong Kim,0,0,0,1,0,
3,MARCH 20,3B,Alec Bohm,--,--,--,--,--,
4,MARCH 20,SS,Dansby Swanson,--,--,--,--,--,
5,MARCH 20,OF,Fernando Tatis Jr.,0,0,0,0,1,-1
6,MARCH 20,OF,Steven Kwan,--,--,--,--,--,
7,MARCH 20,OF,Masataka Yoshida,--,--,--,--,--,
8,MARCH 20,UTIL,Jackson Holliday,--,--,--,--,--,
9,MARCH 21,C,Jonah Heim,--,--,--,--,--,
10,MARCH 21,1B,Yandy Diaz,--,--,--,--,--,
11,MARCH 21,2B,Ha-Seong Kim,0,0,1,1,0,
12,MARCH 21,3B,Alec Bohm,--,--,--,--,--,
13,MARCH 21,SS,Dansby Swanson,--,--,--,--,--,
14,MARCH 21,OF,Fernando Tatis Jr.,2,3,1,1,0,7
15,MARCH 21,OF,Steven Kwan,--,--,--,--,--,
16,MARCH 21,OF,Masataka Yoshida,--,--,--,--,--,
17,MARCH 21,UTIL,Jackson Holliday,--,--,--,--,--,
18,MARCH 22,C,Jonah Heim,--,--,--,--,--,
19,MARCH 22,1B,Yandy Diaz,--,--,--,--,--,
20,MARCH 22,2B,Ha-Seong Kim,--,--,--,--,--,
21,MARCH 22,3B,Alec Bohm,--,--,--,--,--,
22,MARCH 22,SS,Dansby Swanson,--,--,--,--,--,
23,MARCH 22,OF,Fernando Tatis Jr.,--,--,--,--,--,
24,MARCH 22,OF,Steven Kwan,--,--,--,--,--,
25,MARCH 22,OF,Masataka Yoshida,--,--,--,--,--,
26,MARCH 22,UTIL,Jackson Holliday,--,--,--,--,--,
27,MARCH 23,C,Jonah Heim,--,--,--,--,--,
28,MARCH 23,1B,Yandy Diaz,--,--,--,--,--,
29,MARCH 23,2B,Ha-Seong Kim,--,--,--,--,--,
30,MARCH 23,3B,Alec Bohm,--,--,--,--,--,
31,MARCH 23,SS,Dansby Swanson,--,--,--,--,--,
32,MARCH 23,OF,Fernando Tatis Jr.,--,--,--,--,--,
33,MARCH 23,OF,Steven Kwan,--,--,--,--,--,
34,MARCH 23,OF,Masataka Yoshida,--,--,--,--,--,
35,MARCH 23,UTIL,Jackson Holliday,--,--,--,--,--,
36,MARCH 24,C,Jonah Heim,--,--,--,--,--,
37,MARCH 24,1B,Yandy Diaz,--,--,--,--,--,
38,MARCH 24,2B,Ha-Seong Kim,--,--,--,--,--,
39,MARCH 24,3B,Alec Bohm,--,--,--,--,--,
40,MARCH 24,SS,Dansby Swanson,--,--,--,--,--,
41,MARCH 24,OF,Fernando Tatis Jr.,--,--,--,--,--,
42,MARCH 24,OF,Steven Kwan,--,--,--,--,--,
43,MARCH 24,OF,Masataka Yoshida,--,--,--,--,--,
44,MARCH 24,UTIL,Jackson Holliday,--,--,--,--,--,
45,MARCH 25,C,Jonah Heim,--,--,--,--,--,
46,MARCH 25,1B,Yandy Diaz,--,--,--,--,--,
47,MARCH 25,2B,Ha-Seong Kim,--,--,--,--,--,
48,MARCH 25,3B,Alec Bohm,--,--,--,--,--,
49,MARCH 25,SS,Dansby Swanson,--,--,--,--,--,
50,MARCH 25,OF,Fernando Tatis Jr.,--,--,--,--,--,
51,MARCH 25,OF,Steven Kwan,--,--,--,--,--,
52,MARCH 25,OF,Masataka Yoshida,--,--,--,--,--,
53,MARCH 25,UTIL,Jackson Holliday,--,--,--,--,--,
54,MARCH 26,C,Jonah Heim,--,--,--,--,--,
55,MARCH 26,1B,Yandy Diaz,--,--,--,--,--,
56,MARCH 26,2B,Ha-Seong Kim,--,--,--,--,--,
57,MARCH 26,3B,Alec Bohm,--,--,--,--,--,
58,MARCH 26,SS,Dansby Swanson,--,--,--,--,--,
59,MARCH 26,OF,Fernando Tatis Jr.,--,--,--,--,--,
60,MARCH 26,OF,Steven Kwan,--,--,--,--,--,
61,MARCH 26,OF,Masataka Yoshida,--,--,--,--,--,
62,MARCH 26,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
63,MARCH 27,C,Jonah Heim,--,--,--,--,--,
64,MARCH 27,1B,Yandy Diaz,--,--,--,--,--,
65,MARCH 27,2B,Ha-Seong Kim,--,--,--,--,--,
66,MARCH 27,3B,Alec Bohm,--,--,--,--,--,
67,MARCH 27,SS,Dansby Swanson,--,--,--,--,--,
68,MARCH 27,OF,Fernando Tatis Jr.,--,--,--,--,--,
69,MARCH 27,OF,Steven Kwan,--,--,--,--,--,
70,MARCH 27,OF,Masataka Yoshida,--,--,--,--,--,
71,MARCH 27,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
72,MARCH 28,C,Jonah Heim,0,1,1,0,2,0
73,MARCH 28,1B,Yandy Diaz,1,7,2,0,0,10
74,MARCH 28,2B,Ha-Seong Kim,1,1,0,1,1,
75,MARCH 28,3B,Alec Bohm,--,--,--,--,--,
76,MARCH 28,SS,Dansby Swanson,0,0,1,0,1,0
77,MARCH 28,OF,Fernando Tatis Jr.,0,1,0,0,0,1
78,MARCH 28,OF,Steven Kwan,1,1,0,0,1,1
79,MARCH 28,OF,Masataka Yoshida,0,2,0,0,0,2
80,MARCH 28,UTIL,Ke'Bryan Hayes,1,3,0,2,1,5
81,MARCH 29,C,Jonah Heim,--,--,--,--,--,
82,MARCH 29,1B,Yandy Diaz,2,2,2,0,1,5
83,MARCH 29,2B,Ha-Seong Kim,0,2,0,0,0,
84,MARCH 29,3B,Alec Bohm,1,2,0,0,1,2
85,MARCH 29,SS,Luis Rengifo,--,--,--,--,--,
86,MARCH 29,OF,Fernando Tatis Jr.,2,8,2,0,1,11
87,MARCH 29,OF,Steven Kwan,2,3,0,0,1,5
88,MARCH 29,OF,Masataka Yoshida,0,1,0,1,1,1
89,MARCH 29,UTIL,Ke'Bryan Hayes,2,3,2,1,0,8
90,MARCH 30,C,Jonah Heim,1,2,0,0,1,2
91,MARCH 30,1B,Yandy Diaz,0,0,1,1,0,2
92,MARCH 30,2B,Ha-Seong Kim,0,0,0,0,1,
93,MARCH 30,3B,Alec Bohm,0,0,0,0,0,0
94,MARCH 30,SS,Dansby Swanson,1,4,2,1,0,8
95,MARCH 30,OF,Fernando Tatis Jr.,0,0,0,0,0,0
96,MARCH 30,OF,Steven Kwan,3,6,2,1,0,12
97,MARCH 30,OF,Masataka Yoshida,0,1,1,0,3,-1
98,MARCH 30,UTIL,Ke'Bryan Hayes,0,2,1,0,1,2
99,MARCH 31,C,Jonah Heim,--,--,--,--,--,
100,MARCH 31,1B,Yandy Diaz,0,0,0,1,2,-1
101,MARCH 31,2B,Ha-Seong Kim,3,7,3,1,1,
102,MARCH 31,3B,Alec Bohm,0,2,2,0,1,3
103,MARCH 31,SS,Dansby Swanson,0,2,0,1,2,1
104,MARCH 31,OF,Fernando Tatis Jr.,1,2,0,0,1,2
105,MARCH 31,OF,Steven Kwan,0,1,0,0,1,0
106,MARCH 31,OF,Masataka Yoshida,1,1,0,0,0,2
107,MARCH 31,UTIL,Ke'Bryan Hayes,1,2,1,1,0,5
108,APRIL 1,C,Jonah Heim,0,0,0,0,0,0
109,APRIL 1,1B,Yandy Diaz,0,0,0,0,3,-3
110,APRIL 1,2B,Ha-Seong Kim,0,2,0,0,1,
111,APRIL 1,3B,Alec Bohm,0,2,2,1,0,5
112,APRIL 1,SS,Dansby Swanson,0,1,0,1,0,2
113,APRIL 1,OF,Fernando Tatis Jr.,1,4,1,0,0,6
114,APRIL 1,OF,Steven Kwan,0,0,1,0,2,-1
115,APRIL 1,OF,Masataka Yoshida,2,0,1,2,0,5
116,APRIL 1,UTIL,Ke'Bryan Hayes,1,2,1,1,0,5
117,APRIL 2,C,Jonah Heim,0,2,2,0,0,4
118,APRIL 2,1B,Yandy Diaz,1,1,1,0,1,2
119,APRIL 2,2B,Ha-Seong Kim,0,0,0,0,0,
120,APRIL 2,3B,Alec Bohm,0,0,0,0,0,0
121,APRIL 2,SS,Dansby Swanson,1,2,0,0,2,1
122,APRIL 2,OF,Fernando Tatis Jr.,0,2,0,0,1,2
123,APRIL 2,OF,Steven Kwan,0,2,0,0,0,2
124,APRIL 2,OF,Masataka Yoshida,0,2,0,0,0,2
125,APRIL 2,UTIL,Luis Rengifo,--,--,--,--,--,
126,APRIL 3,C,Jonah Heim,0,1,0,0,1,0
127,APRIL 3,1B,Yandy Diaz,0,1,0,1,0,2
128,APRIL 3,2B,Ha-Seong Kim,0,1,0,1,2,
129,APRIL 3,3B,Ke'Bryan Hayes,0,0,0,0,2,-2
130,APRIL 3,SS,Dansby Swanson,1,1,0,1,1,3
131,APRIL 3,OF,Fernando Tatis Jr.,0,0,1,2,1,3
132,APRIL 3,OF,Steven Kwan,3,3,0,0,0,6
133,APRIL 3,OF,Masataka Yoshida,0,1,0,0,1,0
134,APRIL 3,UTIL,Luis Rengifo,1,2,0,0,1,2
135,APRIL 4,C,Jonah Heim,--,--,--,--,--,
136,APRIL 4,1B,Yandy Diaz,--,--,--,--,--,
137,APRIL 4,2B,Ha-Seong Kim,--,--,--,--,--,
138,APRIL 4,3B,Ke'Bryan Hayes,1,0,0,1,0,2
139,APRIL 4,SS,Dansby Swanson,--,--,--,--,--,
140,APRIL 4,OF,Fernando Tatis Jr.,--,--,--,--,--,
141,APRIL 4,OF,Steven Kwan,1,4,0,0,0,5
142,APRIL 4,OF,Masataka Yoshida,--,--,--,--,--,
143,APRIL 4,UTIL,Luis Rengifo,--,--,--,--,--,
144,APRIL 5,C,Jonah Heim,1,3,0,0,1,3
145,APRIL 5,1B,Yandy Diaz,2,3,1,1,1,6
146,APRIL 5,2B,Ha-Seong Kim,0,0,0,0,1,
147,APRIL 5,3B,Ke'Bryan Hayes,0,2,0,1,1,2
148,APRIL 5,SS,Dansby Swanson,1,5,1,1,0,8
149,APRIL 5,OF,Fernando Tatis Jr.,0,1,1,0,1,1
150,APRIL 5,OF,Masataka Yoshida,0,1,0,0,1,0
151,APRIL 5,OF,Luis Rengifo,--,--,--,--,--,
152,APRIL 5,UTIL,Alec Bohm,1,1,0,2,1,4
153,APRIL 6,C,Jonah Heim,0,1,1,0,2,0
154,APRIL 6,1B,Yandy Diaz,0,1,2,0,1,2
155,APRIL 6,2B,Ha-Seong Kim,1,0,0,1,0,
156,APRIL 6,3B,Alec Bohm,0,3,1,1,1,4
157,APRIL 6,SS,Dansby Swanson,1,1,0,0,2,0
158,APRIL 6,OF,Fernando Tatis Jr.,0,1,0,0,0,1
159,APRIL 6,OF,Steven Kwan,0,0,0,0,2,-2
160,APRIL 6,OF,Masataka Yoshida,0,0,0,0,0,0
161,APRIL 6,UTIL,Ke'Bryan Hayes,0,0,0,0,1,-1
162,APRIL 7,C,Jonah Heim,0,0,0,0,1,-1
163,APRIL 7,1B,Yandy Diaz,0,0,0,0,1,-1
164,APRIL 7,2B,Ha-Seong Kim,0,1,1,0,0,
165,APRIL 7,3B,Alec Bohm,0,0,0,1,2,-1
166,APRIL 7,SS,Dansby Swanson,1,0,1,1,1,2
167,APRIL 7,OF,Fernando Tatis Jr.,1,1,0,0,0,2
168,APRIL 7,OF,Steven Kwan,--,--,--,--,--,
169,APRIL 7,OF,Masataka Yoshida,2,1,1,1,0,5
170,APRIL 7,UTIL,Ke'Bryan Hayes,0,2,0,0,0,2
171,APRIL 8,C,Jonah Heim,--,--,--,--,--,
172,APRIL 8,1B,Yandy Diaz,0,0,0,0,0,0
173,APRIL 8,2B,Ha-Seong Kim,1,3,2,0,1,
174,APRIL 8,3B,Alec Bohm,0,2,1,1,0,4
175,APRIL 8,SS,Dansby Swanson,0,3,2,0,1,4
176,APRIL 8,OF,Fernando Tatis Jr.,2,4,2,1,1,8
177,APRIL 8,OF,Steven Kwan,1,3,0,0,1,3
178,APRIL 8,OF,Masataka Yoshida,--,--,--,--,--,
179,APRIL 8,UTIL,Ke'Bryan Hayes,0,0,0,0,1,-1
180,APRIL 9,C,Jonah Heim,1,4,1,0,1,5
181,APRIL 9,1B,Yandy Diaz,0,0,0,0,1,-1
182,APRIL 9,2B,Ha-Seong Kim,0,0,0,0,3,
183,APRIL 9,3B,Alec Bohm,0,1,0,0,1,0
184,APRIL 9,SS,Dansby Swanson,0,0,0,0,1,-1
185,APRIL 9,OF,Fernando Tatis Jr.,0,0,0,0,1,-1
186,APRIL 9,OF,Steven Kwan,1,2,1,0,0,4
187,APRIL 9,OF,Masataka Yoshida,0,0,0,0,0,0
188,APRIL 9,UTIL,Ke'Bryan Hayes,0,2,1,0,0,3
189,APRIL 10,C,Jonah Heim,0,2,2,0,0,4
190,APRIL 10,1B,Yandy Diaz,1,1,0,0,0,2
191,APRIL 10,2B,Ha-Seong Kim,2,4,0,0,1,
192,APRIL 10,3B,Alec Bohm,1,1,1,1,3,1
193,APRIL 10,SS,Dansby Swanson,0,1,0,0,0,1
194,APRIL 10,OF,Fernando Tatis Jr.,1,1,1,1,0,4
195,APRIL 10,OF,Steven Kwan,1,5,1,0,0,7
196,APRIL 10,OF,Masataka Yoshida,0,1,0,0,0,1
197,APRIL 10,UTIL,Jarren Duran,1,2,0,0,1,2
198,APRIL 11,C,Jonah Heim,0,0,0,1,0,1
199,APRIL 11,1B,Yandy Diaz,--,--,--,--,--,
200,APRIL 11,2B,Ha-Seong Kim,--,--,--,--,--,
201,APRIL 11,3B,Alec Bohm,1,5,1,0,1,6
202,APRIL 11,SS,Dansby Swanson,--,--,--,--,--,
203,APRIL 11,OF,Fernando Tatis Jr.,--,--,--,--,--,
204,APRIL 11,OF,Masataka Yoshida,0,1,1,0,0,2
205,APRIL 11,OF,Jarren Duran,1,4,1,0,1,5
206,APRIL 11,UTIL,Ke'Bryan Hayes,0,0,0,2,2,0
207,APRIL 12,C,Jonah Heim,1,4,4,0,2,7
208,APRIL 12,1B,Yandy Diaz,0,0,1,1,0,2
209,APRIL 12,2B,Ha-Seong Kim,1,4,1,0,2,
210,APRIL 12,3B,Alec Bohm,0,0,1,1,1,1
211,APRIL 12,SS,Dansby Swanson,0,0,0,0,0,0
212,APRIL 12,OF,Fernando Tatis Jr.,2,6,2,0,1,9
213,APRIL 12,OF,Masataka Yoshida,0,1,0,0,1,0
214,APRIL 12,OF,Jarren Duran,0,2,0,1,0,3
215,APRIL 12,UTIL,Steven Kwan,--,--,--,--,--,
216,APRIL 13,C,Jonah Heim,0,1,0,0,2,-1
217,APRIL 13,1B,Yandy Diaz,0,1,0,0,1,0
218,APRIL 13,2B,Ha-Seong Kim,1,2,0,0,0,
219,APRIL 13,3B,Alec Bohm,0,1,1,2,0,4
220,APRIL 13,SS,Dansby Swanson,1,1,0,0,3,-1
221,APRIL 13,OF,Fernando Tatis Jr.,0,2,1,0,1,2
222,APRIL 13,OF,Steven Kwan,1,2,0,1,2,2
223,APRIL 13,OF,Jarren Duran,0,0,1,0,0,1
224,APRIL 13,UTIL,Ke'Bryan Hayes,0,2,1,1,0,4
225,APRIL 14,C,Jonah Heim,1,1,0,0,1,1
226,APRIL 14,1B,Yandy Diaz,1,2,0,0,0,3
227,APRIL 14,2B,Ha-Seong Kim,0,0,0,4,0,
228,APRIL 14,3B,Alec Bohm,0,0,0,0,0,0
229,APRIL 14,SS,Dansby Swanson,1,2,0,0,1,2
230,APRIL 14,OF,Fernando Tatis Jr.,1,1,0,2,1,3
231,APRIL 14,OF,Steven Kwan,1,1,0,0,0,2
232,APRIL 14,OF,Jarren Duran,1,0,0,2,2,1
233,APRIL 14,UTIL,Ke'Bryan Hayes,2,3,0,1,1,5
234,APRIL 15,C,Jonah Heim,1,3,0,0,0,5
235,APRIL 15,1B,Yandy Diaz,1,1,0,0,1,1
236,APRIL 15,2B,Ha-Seong Kim,1,1,1,2,0,
237,APRIL 15,3B,Alec Bohm,0,0,0,0,0,0
238,APRIL 15,SS,Dansby Swanson,0,0,0,0,1,-1
239,APRIL 15,OF,Fernando Tatis Jr.,0,0,1,1,1,1
240,APRIL 15,OF,Steven Kwan,1,1,0,0,1,1
241,APRIL 15,OF,Jarren Duran,0,1,0,0,1,0
242,APRIL 15,UTIL,Ke'Bryan Hayes,1,0,0,1,1,1
243,APRIL 16,C,Jonah Heim,--,--,--,--,--,
244,APRIL 16,1B,Yandy Diaz,0,0,0,1,0,1
245,APRIL 16,2B,Ha-Seong Kim,1,4,3,1,0,
246,APRIL 16,3B,Alec Bohm,0,1,0,0,1,0
247,APRIL 16,SS,Dansby Swanson,1,1,0,0,2,0
248,APRIL 16,OF,Fernando Tatis Jr.,2,3,0,1,1,6
249,APRIL 16,OF,Steven Kwan,2,3,0,1,0,6
250,APRIL 16,OF,Jarren Duran,1,2,0,1,1,3
251,APRIL 16,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
252,APRIL 17,C,Jonah Heim,0,1,2,0,0,3
253,APRIL 17,1B,Yandy Diaz,1,3,0,0,0,4
254,APRIL 17,2B,Ha-Seong Kim,0,1,0,0,0,
255,APRIL 17,3B,Alec Bohm,1,2,1,1,1,4
256,APRIL 17,SS,Dansby Swanson,1,2,0,0,1,3
257,APRIL 17,OF,Fernando Tatis Jr.,0,0,0,1,1,0
258,APRIL 17,OF,Steven Kwan,0,0,0,0,0,0
259,APRIL 17,OF,Jarren Duran,0,3,0,0,0,3
260,APRIL 17,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
261,APRIL 18,C,Jonah Heim,1,5,2,0,2,6
262,APRIL 18,1B,Yandy Diaz,0,2,0,0,0,2
263,APRIL 18,2B,Ha-Seong Kim,--,--,--,--,--,
264,APRIL 18,3B,Alec Bohm,--,--,--,--,--,
265,APRIL 18,SS,Dansby Swanson,--,--,--,--,--,
266,APRIL 18,OF,Fernando Tatis Jr.,--,--,--,--,--,
267,APRIL 18,OF,Steven Kwan,--,--,--,--,--,
268,APRIL 18,OF,Jarren Duran,2,3,2,1,1,8
269,APRIL 18,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
270,APRIL 19,C,Jonah Heim,0,0,0,0,0,0
271,APRIL 19,1B,Yandy Diaz,0,1,0,0,1,0
272,APRIL 19,2B,Ha-Seong Kim,0,1,0,1,1,
273,APRIL 19,3B,Alec Bohm,2,8,6,0,0,16
274,APRIL 19,SS,Dansby Swanson,2,3,1,1,1,6
275,APRIL 19,OF,Fernando Tatis Jr.,1,4,1,1,1,6
276,APRIL 19,OF,Steven Kwan,1,2,2,0,0,5
277,APRIL 19,OF,Jarren Duran,0,0,0,0,0,0
278,APRIL 19,UTIL,Ke'Bryan Hayes,0,0,0,0,1,-1
279,APRIL 20,C,Jonah Heim,--,--,--,--,--,
280,APRIL 20,1B,Yandy Diaz,0,2,0,0,1,1
281,APRIL 20,2B,Ha-Seong Kim,0,1,1,0,1,
282,APRIL 20,3B,Alec Bohm,2,1,0,2,0,5
283,APRIL 20,SS,Dansby Swanson,0,0,0,1,1,0
284,APRIL 20,OF,Fernando Tatis Jr.,0,0,0,0,1,-1
285,APRIL 20,OF,Steven Kwan,2,6,0,0,0,9
286,APRIL 20,OF,Jarren Duran,1,3,0,0,0,4
287,APRIL 20,UTIL,Ke'Bryan Hayes,1,2,0,1,0,4
288,APRIL 21,C,Jonah Heim,--,--,--,--,--,
289,APRIL 21,1B,Yandy Diaz,0,0,0,0,2,-2
290,APRIL 21,2B,Ha-Seong Kim,2,0,0,2,0,
291,APRIL 21,3B,Alec Bohm,0,4,1,0,1,4
292,APRIL 21,SS,Dansby Swanson,0,0,0,0,2,-2
293,APRIL 21,OF,Fernando Tatis Jr.,0,0,1,0,1,0
294,APRIL 21,OF,Steven Kwan,0,0,0,0,0,0
295,APRIL 21,OF,Jarren Duran,2,1,0,2,2,4
296,APRIL 21,UTIL,Ke'Bryan Hayes,0,2,1,0,0,3
297,APRIL 22,C,Travis d'Arnaud,1,5,2,0,1,7
298,APRIL 22,1B,Yandy Diaz,0,1,0,0,0,1
299,APRIL 22,2B,Ha-Seong Kim,0,0,0,0,0,
300,APRIL 22,3B,Alec Bohm,2,3,0,0,0,5
301,APRIL 22,SS,Amed Rosario,0,2,0,0,1,
302,APRIL 22,OF,Fernando Tatis Jr.,0,3,0,2,1,4
303,APRIL 22,OF,Steven Kwan,--,--,--,--,--,
304,APRIL 22,OF,Jarren Duran,--,--,--,--,--,
305,APRIL 22,UTIL,Ke'Bryan Hayes,1,1,0,0,1,1
306,APRIL 23,C,Travis d'Arnaud,0,3,1,0,1,3
307,APRIL 23,1B,Yandy Diaz,0,1,0,1,0,2
308,APRIL 23,2B,Ha-Seong Kim,1,2,0,0,0,
309,APRIL 23,3B,Alec Bohm,0,4,1,0,0,5
310,APRIL 23,SS,Amed Rosario,0,0,0,0,0,
311,APRIL 23,OF,Fernando Tatis Jr.,1,2,0,0,1,2
312,APRIL 23,OF,Steven Kwan,0,0,0,2,0,2
313,APRIL 23,OF,Jarren Duran,0,0,0,0,2,-2
314,APRIL 23,UTIL,Ke'Bryan Hayes,0,1,0,0,1,0
315,APRIL 24,C,Travis d'Arnaud,0,0,0,1,0,1
316,APRIL 24,1B,Yandy Diaz,0,2,1,0,0,3
317,APRIL 24,2B,Ha-Seong Kim,1,3,2,0,0,
318,APRIL 24,3B,Alec Bohm,0,5,2,1,0,8
319,APRIL 24,SS,Amed Rosario,0,1,0,0,0,
320,APRIL 24,OF,Fernando Tatis Jr.,1,0,0,1,0,2
321,APRIL 24,OF,Steven Kwan,0,1,0,0,0,1
322,APRIL 24,OF,Jarren Duran,0,0,0,0,2,-2
323,APRIL 24,UTIL,Ke'Bryan Hayes,0,0,0,0,0,0
324,APRIL 25,C,Travis d'Arnaud,--,--,--,--,--,
325,APRIL 25,1B,Yandy Diaz,--,--,--,--,--,
326,APRIL 25,2B,Ha-Seong Kim,1,4,2,0,2,
327,APRIL 25,3B,Alec Bohm,0,2,0,0,1,1
328,APRIL 25,SS,Amed Rosario,--,--,--,--,--,
329,APRIL 25,OF,Fernando Tatis Jr.,1,2,0,0,2,1
330,APRIL 25,OF,Steven Kwan,1,1,0,1,0,3
331,APRIL 25,OF,Jarren Duran,0,1,1,0,3,-1
332,APRIL 25,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
333,APRIL 26,C,Travis d'Arnaud,0,0,0,0,1,-1
334,APRIL 26,1B,Yandy Diaz,0,2,0,2,1,3
335,APRIL 26,2B,Ha-Seong Kim,0,0,0,1,1,
336,APRIL 26,3B,Alec Bohm,2,4,1,0,1,6
337,APRIL 26,SS,Amed Rosario,1,1,1,1,1,
338,APRIL 26,OF,Fernando Tatis Jr.,0,0,0,0,2,-2
339,APRIL 26,OF,Steven Kwan,1,4,1,0,0,6
340,APRIL 26,OF,Jarren Duran,0,0,0,0,1,-1
341,APRIL 26,UTIL,Ke'Bryan Hayes,0,2,0,0,1,1
342,APRIL 27,C,Travis d'Arnaud,0,2,1,0,1,2
343,APRIL 27,1B,Yandy Diaz,--,--,--,--,--,
344,APRIL 27,2B,Ha-Seong Kim,0,0,0,0,2,
345,APRIL 27,3B,Alec Bohm,1,5,4,0,0,10
346,APRIL 27,SS,Amed Rosario,0,0,0,1,1,
347,APRIL 27,OF,Fernando Tatis Jr.,0,0,0,0,2,-2
348,APRIL 27,OF,Steven Kwan,2,2,0,0,0,5
349,APRIL 27,OF,Jarren Duran,1,3,1,1,0,6
350,APRIL 27,UTIL,Ke'Bryan Hayes,1,5,1,0,2,5
351,APRIL 28,C,Travis d'Arnaud,0,1,0,0,0,1
352,APRIL 28,1B,Yandy Diaz,0,0,0,0,2,-2
353,APRIL 28,2B,Ha-Seong Kim,1,0,0,1,1,
354,APRIL 28,3B,Alec Bohm,1,5,0,0,1,5
355,APRIL 28,SS,Amed Rosario,0,1,0,0,1,
356,APRIL 28,OF,Fernando Tatis Jr.,1,2,1,0,0,4
357,APRIL 28,OF,Steven Kwan,0,1,1,0,0,2
358,APRIL 28,OF,Jarren Duran,1,3,2,1,1,6
359,APRIL 28,UTIL,Ke'Bryan Hayes,0,1,0,0,1,0
360,APRIL 29,C,Travis d'Arnaud,0,0,0,1,2,-1
361,APRIL 29,1B,Yandy Diaz,1,0,0,1,1,1
362,APRIL 29,2B,Ha-Seong Kim,0,0,0,1,2,
363,APRIL 29,3B,Alec Bohm,0,1,3,1,0,5
364,APRIL 29,SS,Amed Rosario,--,--,--,--,--,
365,APRIL 29,OF,Fernando Tatis Jr.,0,0,0,0,2,-2
366,APRIL 29,OF,Steven Kwan,--,--,--,--,--,
367,APRIL 29,OF,Jarren Duran,--,--,--,--,--,
368,APRIL 29,UTIL,Ke'Bryan Hayes,1,1,0,0,0,2
369,APRIL 30,C,Travis d'Arnaud,1,1,0,0,1,1
370,APRIL 30,1B,Yandy Diaz,0,0,0,0,1,-1
371,APRIL 30,2B,Ha-Seong Kim,1,1,0,0,2,
372,APRIL 30,3B,Alec Bohm,0,2,1,0,0,3
373,APRIL 30,SS,Amed Rosario,0,0,0,0,1,
374,APRIL 30,OF,Fernando Tatis Jr.,2,2,1,1,0,7
375,APRIL 30,OF,Steven Kwan,2,4,0,2,0,8
376,APRIL 30,OF,Jarren Duran,1,3,1,1,0,7
377,APRIL 30,UTIL,Ke'Bryan Hayes,0,0,1,0,2,-1
378,MAY 1,C,Travis d'Arnaud,--,--,--,--,--,
379,MAY 1,1B,Yandy Diaz,0,0,0,0,0,0
380,MAY 1,2B,Ha-Seong Kim,0,1,0,1,0,
381,MAY 1,3B,Alec Bohm,0,1,0,0,1,0
382,MAY 1,SS,Amed Rosario,0,0,0,0,1,
383,MAY 1,OF,Fernando Tatis Jr.,1,0,0,1,2,0
384,MAY 1,OF,Steven Kwan,0,6,2,0,0,8
385,MAY 1,OF,Jarren Duran,1,3,1,2,1,6
386,MAY 1,UTIL,Ke'Bryan Hayes,0,0,0,1,0,1
387,MAY 2,C,Travis d'Arnaud,--,--,--,--,--,
388,MAY 2,1B,Yandy Diaz,--,--,--,--,--,
389,MAY 2,2B,Ha-Seong Kim,--,--,--,--,--,
390,MAY 2,3B,Alec Bohm,--,--,--,--,--,
391,MAY 2,SS,Amed Rosario,--,--,--,--,--,
392,MAY 2,OF,Fernando Tatis Jr.,--,--,--,--,--,
393,MAY 2,OF,Steven Kwan,1,0,0,1,0,2
394,MAY 2,OF,Jarren Duran,0,0,0,0,1,-1
395,MAY 2,UTIL,Ke'Bryan Hayes,--,--,--,--,--,
396,MAY 3,C,Travis d'Arnaud,0,0,0,0,2,-2
397,MAY 3,1B,Yandy Diaz,0,2,2,0,0,4
398,MAY 3,2B,Ha-Seong Kim,0,0,0,0,2,
399,MAY 3,3B,Alec Bohm,1,1,1,0,1,2
400,MAY 3,SS,Amed Rosario,2,3,2,0,0,
401,MAY 3,OF,Fernando Tatis Jr.,2,6,3,0,2,9
402,MAY 3,OF,Steven Kwan,0,2,0,1,0,3
403,MAY 3,OF,Jarren Duran,1,1,0,0,1,1
404,MAY 3,UTIL,Ke'Bryan Hayes,0,0,0,0,1,-1
405,MAY 4,C,Travis d'Arnaud,1,2,0,0,2,1
406,MAY 4,1B,Yandy Diaz,1,2,0,0,0,3
407,MAY 4,2B,Ha-Seong Kim,1,4,4,0,0,
408,MAY 4,3B,Alec Bohm,2,1,1,0,0,4
409,MAY 4,SS,Amed Rosario,0,0,0,0,0,
410,MAY 4,OF,Fernando Tatis Jr.,1,1,0,0,2,0
411,MAY 4,OF,Steven Kwan,0,0,0,1,0,1
412,MAY 4,OF,Jarren Duran,0,0,0,1,0,1
413,MAY 4,UTIL,Ke'Bryan Hayes,0,2,0,0,1,1
414,MAY 5,C,Travis d'Arnaud,0,0,0,0,0,0
415,MAY 5,1B,Yandy Diaz,0,3,2,1,1,5
