,Date,Pitcher,IP,Hits,ER,Walks,Strike Outs,W,L,Saves,Holds,Points
439,MAY 21,Bryan Woo,6.0,2,0,0,7,1,0,0,0,25.0
440,MAY 21,Kyle Bradish,5.0,4,1,1,6,0,0,0,0,14.0
443,MAY 22,Cole Ragans,6.0,1,0,3,12,1,0,0,0,28.0
451,MAY 23,Raisel Iglesias,1.0,0,0,0,2,0,0,1,0,10.0
453,MAY 23,Mason Miller,1.2,3,3,1,1,0,0,0,0,-4.0
456,MAY 24,George Kirby,6.0,6,5,1,3,0,1,0,0,2.0
460,MAY 24,MacKenzie Gore,7.0,4,1,1,8,1,0,0,0,24.0
464,MAY 25,Emmanuel Clase,1.0,1,0,0,2,0,0,1,0,9.0
468,MAY 25,Mason Miller,1.0,0,0,0,3,0,0,1,0,11.0
469,MAY 26,Emmanuel Clase,1.0,1,0,0,0,0,0,1,0,7.0
471,MAY 26,Chris Sale,7.0,4,1,1,8,1,0,0,0,24.0
474,MAY 26,Bryan Woo,6.0,5,3,0,1,0,0,0,0,8.0
475,MAY 26,Kyle Bradish,7.0,0,0,4,11,1,0,0,0,30.0
484,MAY 28,Cole Ragans,5.0,8,2,1,7,0,1,0,0,7.0
486,MAY 28,Raisel Iglesias,1.0,0,0,0,2,0,0,1,0,10.0
487,MAY 28,Mason Miller,1.0,1,0,1,2,0,0,1,0,8.0
491,MAY 29,George Kirby,6.0,6,1,0,8,0,0,0,0,18.0
495,MAY 29,MacKenzie Gore,5.1,6,1,0,10,1,0,0,0,20.0
502,MAY 30,Mason Miller,2.0,1,1,3,4,0,0,0,0,4.0
506,MAY 31,Emmanuel Clase,1.0,1,0,0,3,0,0,0,0,5.0
508,MAY 31,Raisel Iglesias,1.0,1,1,0,0,0,0,1,0,5.0
510,MAY 31,Bryan Woo,6.0,3,0,0,2,0,0,0,0,17.0
512,JUNE 1,Emmanuel Clase,1.0,0,0,0,0,0,0,1,0,8.0
513,JUNE 1,Chris Sale,4.0,9,8,1,4,0,0,0,0,-10.0
517,JUNE 1,Kyle Bradish,2.2,7,5,3,6,0,0,0,0,-6.0
520,JUNE 2,Cole Ragans,6.0,5,1,2,6,0,0,0,0,15.0
522,JUNE 2,Raisel Iglesias,1.0,0,0,0,0,0,0,1,0,8.0
529,JUNE 3,MacKenzie Gore,4.1,7,6,4,2,0,1,0,0,-10.0
533,JUNE 4,George Kirby,5.0,6,2,1,9,1,0,0,0,15.0
534,JUNE 4,Emmanuel Clase,1.0,0,0,1,2,0,0,1,0,9.0
544,JUNE 5,Mason Miller,1.2,1,1,1,1,0,0,1,0,7.0
549,JUNE 6,Raisel Iglesias,1.0,0,0,0,0,0,0,1,0,8.0
552,JUNE 6,Bryan Woo,6.0,2,0,0,6,1,0,0,0,24.0
556,JUNE 7,Chris Sale,7.0,5,2,1,10,0,1,0,0,19.0
559,JUNE 7,Mason Miller,1.0,0,0,0,2,1,0,0,0,7.0
564,JUNE 8,MacKenzie Gore,5.0,6,1,1,7,1,0,0,0,15.0
566,JUNE 8,Kyle Bradish,6.0,1,0,0,9,1,0,0,0,28.0
568,JUNE 9,George Kirby,7.0,5,1,0,4,0,0,0,0,18.0
569,JUNE 9,Emmanuel Clase,1.0,1,1,0,1,0,0,0,0,1.0
570,JUNE 9,Cole Ragans,6.0,3,1,1,9,0,0,0,0,21.0
571,JUNE 9,Raisel Iglesias,1.0,0,0,0,1,0,0,0,0,4.0
573,JUNE 9,Mason Miller,1.0,0,0,0,1,0,0,0,0,4.0
583,JUNE 11,Emmanuel Clase,1.0,2,1,0,2,0,0,1,0,6.0
594,JUNE 12,Mason Miller,0.1,1,1,0,0,0,1,0,0,-4.0
599,JUNE 13,Raisel Iglesias,1.0,1,0,0,0,0,0,1,0,7.0
602,JUNE 14,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9.0
603,JUNE 14,Cole Ragans,7.0,6,3,1,4,0,0,0,0,12.0
604,JUNE 14,Chris Sale,7.0,5,2,2,7,1,0,0,0,19.0
605,JUNE 14,Raisel Iglesias,0.1,0,0,0,0,0,0,1,0,6.0
606,JUNE 14,MacKenzie Gore,7.0,5,1,1,10,1,0,0,0,25.0
607,JUNE 14,Mason Miller,1.2,0,0,1,1,0,0,0,0,5.0
608,JUNE 14,Kyle Bradish,5.0,3,2,1,4,0,0,0,0,11.0
609,JUNE 15,George Kirby,6.0,3,0,2,6,1,0,0,0,21.0
617,JUNE 16,Zach Eflin,5.2,7,3,1,7,0,0,0,0,10.0
620,JUNE 16,Raisel Iglesias,1.0,1,2,1,3,0,1,0,0,-2.0
635,JUNE 18,Mason Miller,1.0,0,0,0,1,0,0,1,0,9.0
636,JUNE 18,Alec Marsh,3.0,7,7,2,4,0,1,0,0,-12.0
638,JUNE 19,Emmanuel Clase,1.0,0,0,0,0,0,0,0,0,3.0
639,JUNE 19,Cole Ragans,6.0,4,2,4,7,0,1,0,0,11.0
641,JUNE 19,Mason Miller,1.0,0,0,1,2,0,0,0,0,4.0
642,JUNE 19,Bryan Woo,4.0,4,3,1,1,0,1,0,0,0.0
643,JUNE 19,Hunter Brown,6.0,7,1,0,6,1,0,0,0,17.0
645,JUNE 20,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9.0
647,JUNE 20,MacKenzie Gore,5.0,10,4,2,7,0,1,0,0,0.0
652,JUNE 21,George Kirby,7.0,5,2,0,5,0,0,0,0,17.0
654,JUNE 21,Chris Sale,5.0,1,1,3,8,1,0,0,0,19.0
655,JUNE 21,Mason Miller,1.0,0,0,0,1,0,0,1,0,9.0
659,JUNE 22,Zach Eflin,7.0,5,4,1,6,0,1,0,0,11.0
660,JUNE 22,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9.0
667,JUNE 23,Emmanuel Clase,1.0,1,0,1,1,0,0,1,0,7.0
671,JUNE 23,Jake Irvin,6.0,3,1,1,10,0,0,0,0,22.0
674,JUNE 24,Cole Ragans,6.0,4,1,3,11,1,0,0,0,22.0
677,JUNE 24,Bryan Woo,3.0,5,1,0,3,0,0,0,0,5.0
680,JUNE 25,Emmanuel Clase,1.0,1,0,0,1,0,0,1,0,8.0
682,JUNE 25,MacKenzie Gore,5.0,5,5,3,1,0,1,0,0,-4.0
685,JUNE 25,Bobby Miller,2.0,4,3,3,1,0,0,0,0,-6.0
687,JUNE 26,George Kirby,6.0,4,1,0,7,1,0,0,0,21.0
690,JUNE 26,Mason Miller,1.0,1,0,0,2,0,0,0,0,4.0
692,JUNE 26,Brady Singer,7.1,5,1,1,5,0,0,0,0,19.0
696,JUNE 27,Chris Sale,7.0,4,1,1,11,0,1,0,0,23.0
702,JUNE 28,Zach Eflin,6.0,4,0,1,6,1,0,0,0,21.0
704,JUNE 28,Mason Miller,1.0,0,0,0,2,0,0,0,0,5.0
709,JUNE 29,Cole Ragans,4.2,6,5,1,6,0,1,0,0,1.0
711,JUNE 29,Jake Irvin,6.0,1,1,3,5,1,0,0,0,19.0
713,JUNE 29,Raisel Iglesias,1.0,1,0,1,2,0,0,0,0,3.0
715,JUNE 30,Emmanuel Clase,1.0,0,0,0,0,0,0,0,0,3.0
719,JUNE 30,Taj Bradley,5.2,3,0,2,11,1,0,0,0,25.0
720,JUNE 30,Spencer Schwellenbach,5.0,5,4,2,7,0,1,0,0,5.0
724,JULY 1,MacKenzie Gore,5.2,5,1,1,8,0,0,0,0,17.0
728,JULY 2,George Kirby,6.1,7,2,1,5,0,1,0,0,10.0
729,JULY 2,Emmanuel Clase,1.0,0,0,0,0,1,0,0,0,5.0
732,JULY 2,Mason Miller,1.0,2,2,1,2,0,0,0,0,-2.0
737,JULY 3,Chris Sale,6.0,3,1,2,9,1,0,0,0,22.0
743,JULY 4,Zach Eflin,5.0,7,5,1,3,1,0,0,0,2.0
747,JULY 4,Jake Irvin,8.0,1,0,1,8,1,0,0,0,32.0
751,JULY 5,Cole Ragans,7.0,5,2,3,8,0,0,0,0,17.0
757,JULY 6,Emmanuel Clase,1.0,0,0,1,0,0,0,1,0,7.0
759,JULY 6,MacKenzie Gore,3.1,6,5,5,5,0,0,0,0,-6.0
762,JULY 6,Taj Bradley,6.0,5,1,2,5,0,0,0,0,14.0
764,JULY 7,George Kirby,6.0,7,3,1,8,0,0,0,0,12.0
765,JULY 7,Emmanuel Clase,1.0,1,1,0,0,0,0,1,0,5.0
779,JULY 9,Emmanuel Clase,1.0,2,0,0,0,0,0,1,0,6.0
781,JULY 9,Chris Sale,5.1,5,2,3,9,1,0,0,0,15.0
783,JULY 9,Jake Irvin,6.0,9,6,2,2,0,1,0,0,-5.0
786,JULY 10,Zach Eflin,7.0,4,1,1,6,0,1,0,0,18.0
790,JULY 10,Mason Miller,1.0,1,0,0,2,0,0,1,0,9.0
796,JULY 11,MacKenzie Gore,4.2,3,4,3,4,0,1,0,0,2.0
801,JULY 12,Cole Ragans,7.0,4,1,1,7,1,0,0,0,23.0
802,JULY 12,Mason Miller,1.0,1,0,0,2,0,0,0,0,4.0
803,JULY 12,Bryan Woo,3.1,9,4,2,1,0,0,0,0,-8.0
804,JULY 12,Taj Bradley,7.0,5,0,2,8,1,0,0,0,24.0
806,JULY 13,George Kirby,6.0,3,1,2,7,0,1,0,0,16.0
807,JULY 13,Emmanuel Clase,1.0,1,0,0,0,0,0,1,0,7.0
814,JULY 14,Chris Sale,5.0,4,1,2,4,1,0,0,0,13.0
817,JULY 14,Jake Irvin,4.0,9,6,3,3,0,1,0,0,-11.0
848,JULY 19,Zach Eflin,5.0,7,4,4,5,0,1,0,0,-1.0
854,JULY 20,George Kirby,6.0,4,1,0,6,0,0,0,0,18.0
860,JULY 20,Taj Bradley,7.0,1,0,2,5,1,0,0,0,25.0
862,JULY 21,Emmanuel Clase,1.0,0,0,0,0,0,0,0,0,3.0
865,JULY 21,Bryan Woo,5.2,4,2,0,5,1,0,0,0,16.0
866,JULY 21,Jake Irvin,7.0,5,2,0,7,0,0,0,0,19.0
870,JULY 22,Cole Ragans,6.0,6,3,2,5,1,0,0,0,11.0
872,JULY 22,Mason Miller,1.0,0,0,0,0,0,0,0,0,3.0
876,JULY 23,Emmanuel Clase,1.0,0,0,0,0,0,0,1,0,8.0
883,JULY 24,Zach Eflin,5.2,6,2,0,4,0,0,0,0,11.0
884,JULY 24,Emmanuel Clase,1.0,0,0,1,1,0,0,1,0,8.0
892,JULY 25,Chris Sale,7.1,2,2,1,9,0,0,0,0,24.0
895,JULY 25,Taj Bradley,6.0,2,0,1,7,1,0,0,0,24.0
897,JULY 26,George Kirby,7.0,6,0,1,7,1,0,0,0,23.0
899,JULY 26,Emmanuel Clase,1.0,1,0,0,1,0,0,1,0,8.0
908,JULY 27,Bryan Woo,4.0,4,0,1,3,0,0,0,0,10.0
909,JULY 27,Jake Irvin,5.1,4,2,1,5,1,0,0,0,14.0
913,JULY 28,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9.0
914,JULY 28,Cole Ragans,5.2,8,4,1,7,0,1,0,0,5.0
919,JULY 29,Zach Eflin,6.0,10,3,0,7,1,0,0,0,11.0
926,JULY 30,Emmanuel Clase,1.0,0,0,0,1,0,0,0,0,4.0
930,JULY 30,Jeffrey Springs,3.2,6,2,1,3,0,0,0,0,3.0
932,JULY 31,George Kirby,5.1,7,2,1,2,0,0,0,0,6.0
935,JULY 31,Chris Sale,5.2,6,2,3,6,0,0,0,0,10.0
937,JULY 31,Taj Bradley,5.0,4,4,1,6,0,1,0,0,6.0
946,AUGUST 2,Emmanuel Clase,1.0,1,0,0,2,0,0,0,0,4.0
947,AUGUST 2,Cole Ragans,5.2,2,2,4,6,1,0,0,0,15.0
949,AUGUST 2,Bryan Woo,7.0,5,0,0,6,1,0,0,0,24.0
950,AUGUST 2,Jake Irvin,5.2,6,4,2,4,0,1,0,0,3.0
953,AUGUST 3,Zach Eflin,6.1,5,2,1,3,1,0,0,0,14.0
968,AUGUST 5,Emmanuel Clase,1.0,0,0,0,0,0,1,0,0,1.0
979,AUGUST 6,Jeffrey Springs,5.0,6,4,3,3,0,1,0,0,-1.0
980,AUGUST 7,George Kirby,5.0,7,3,1,7,0,1,0,0,6.0
982,AUGUST 7,Cole Ragans,6.1,6,1,2,7,1,0,0,0,18.0
983,AUGUST 7,Chris Sale,4.2,9,2,2,10,0,0,0,0,9.0
984,AUGUST 7,Jake Irvin,5.0,8,5,1,4,0,1,0,0,-2.0
985,AUGUST 7,Taj Bradley,4.2,9,5,3,3,0,1,0,0,-7.0
986,AUGUST 7,Ben Lively,5.0,4,4,4,2,0,1,0,0,-1.0
992,AUGUST 8,Bryan Woo,6.2,5,3,1,7,0,0,0,0,15.0
995,AUGUST 9,Zach Eflin,7.0,4,0,1,7,1,0,0,0,25.0
1003,AUGUST 10,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9.0
1005,AUGUST 10,Mason Miller,1.0,0,0,1,3,0,0,1,0,10.0
1010,AUGUST 11,Emmanuel Clase,1.0,2,0,1,1,0,0,1,0,6.0
1012,AUGUST 11,Mason Miller,1.0,0,0,0,0,0,0,0,0,3.0
1014,AUGUST 11,Jeffrey Springs,5.0,6,1,0,8,0,0,0,0,15.0
1015,AUGUST 12,Emmanuel Clase,1.0,0,0,0,2,0,0,1,0,10.0
1017,AUGUST 12,Chris Sale,7.0,4,0,0,12,0,0,0,0,29.0
1020,AUGUST 12,Taj Bradley,4.1,8,6,2,6,0,1,0,0,-5.0
1022,AUGUST 13,George Kirby,3.2,12,6,1,5,0,1,0,0,-11.0
1023,AUGUST 13,Emmanuel Clase,1.0,1,0,0,0,0,0,1,0,7.0
1031,AUGUST 14,Cole Ragans,7.0,5,1,0,8,1,0,0,0,24.0
1033,AUGUST 14,Bryan Woo,7.0,4,0,0,6,0,0,0,0,23.0
1037,AUGUST 15,Zach Eflin,6.0,5,1,0,8,1,0,0,0,21.0
1039,AUGUST 15,Mason Miller,2.0,0,0,1,3,0,0,1,0,13.0
1052,AUGUST 17,Chris Sale,6.0,6,2,2,10,1,0,0,0,18.0
1056,AUGUST 17,Jeffrey Springs,5.0,4,1,1,7,1,0,0,0,17.0
1057,AUGUST 18,George Kirby,6.0,4,2,2,5,1,0,0,0,15.0
1058,AUGUST 18,Emmanuel Clase,1.0,1,0,0,0,0,0,0,0,2.0
1060,AUGUST 18,Mason Miller,1.0,0,0,0,2,0,0,0,0,5.0
1067,AUGUST 19,Mason Miller,1.0,0,0,1,1,0,0,1,0,8.0
1068,AUGUST 19,Bryan Woo,6.1,2,2,2,5,0,1,0,0,14.0
1069,AUGUST 19,Taj Bradley,6.0,5,3,3,2,0,1,0,0,4.0
1072,AUGUST 20,Emmanuel Clase,2.0,0,0,1,0,0,0,0,0,5.0
1073,AUGUST 20,Cole Ragans,5.0,3,4,3,9,0,1,0,0,8.0
1089,AUGUST 22,Mason Miller,1.0,1,0,0,2,0,0,1,0,9.0
1090,AUGUST 22,Jeffrey Springs,3.1,7,3,2,3,0,1,0,0,-4.0
1095,AUGUST 23,Chris Sale,7.0,9,2,1,4,0,0,0,0,11.0
1098,AUGUST 23,Michael Kopech,1.0,0,0,0,2,1,0,0,0,7.0
1099,AUGUST 24,George Kirby,4.2,9,3,1,3,0,1,0,0,-1.0
1103,AUGUST 24,Taj Bradley,6.0,7,5,0,5,0,0,0,0,6.0
1105,AUGUST 24,Michael Kopech,1.0,2,1,1,0,0,0,0,1,0.0
1107,AUGUST 25,Emmanuel Clase,1.0,0,0,0,3,0,0,1,0,11.0
1108,AUGUST 25,Mason Miller,1.1,0,0,0,1,0,0,1,0,10.0
1109,AUGUST 25,Bryan Woo,7.0,4,1,0,7,1,0,0,0,24.0
1111,AUGUST 25,Javier Assad,7.0,6,3,1,3,0,1,0,0,9.0
1114,AUGUST 26,Emmanuel Clase,1.0,2,0,0,1,0,0,0,0,2.0
1115,AUGUST 26,Cole Ragans,4.0,3,1,4,4,0,0,0,0,7.0
1123,AUGUST 27,Mason Miller,1.0,4,2,0,2,0,0,1,0,2.0
1125,AUGUST 27,Jeffrey Springs,5.0,1,0,2,9,0,0,0,0,21.0
1129,AUGUST 28,Emmanuel Clase,1.0,1,0,0,1,0,0,1,0,8.0
1130,AUGUST 28,Chris Sale,6.0,6,1,1,6,1,0,0,0,17.0
1131,AUGUST 28,Mason Miller,1.0,1,0,1,2,0,0,1,0,8.0
1133,AUGUST 28,Spencer Arrighetti,7.2,2,0,4,11,1,0,0,0,30.0
1142,AUGUST 30,George Kirby,5.2,5,5,1,2,1,0,0,0,5.0
1143,AUGUST 30,Emmanuel Clase,1.0,1,1,0,1,0,0,1,0,6.0
1149,AUGUST 31,Cole Ragans,5.0,4,5,2,10,0,1,0,0,7.0
1151,AUGUST 31,Bryan Woo,6.1,5,4,0,3,0,0,0,0,9.0
1153,AUGUST 31,Javier Assad,6.0,8,3,2,4,1,0,0,0,8.0
1157,SEPTEMBER 1,Mason Miller,1.2,3,3,1,1,0,1,0,0,-6.0
1163,SEPTEMBER 2,Emmanuel Clase,1.0,0,0,0,0,0,0,1,0,8.0
1170,SEPTEMBER 3,Chris Sale,7.0,6,0,0,9,1,0,0,0,26.0
1173,SEPTEMBER 3,Jeffrey Springs,6.0,4,1,2,4,1,0,0,0,16.0
1176,SEPTEMBER 4,George Kirby,6.0,6,2,0,9,1,0,0,0,19.0
1182,SEPTEMBER 4,Spencer Arrighetti,0.2,5,3,3,0,0,1,0,0,-14.0
1188,SEPTEMBER 5,Bryan Woo,5.0,8,2,0,6,1,0,0,0,11.0
1191,SEPTEMBER 6,Emmanuel Clase,1.0,0,0,0,1,0,0,1,0,9.0
1192,SEPTEMBER 6,Cole Ragans,6.0,4,0,1,7,1,0,0,0,22.0
1194,SEPTEMBER 6,Mason Miller,2.0,1,0,0,4,0,0,0,0,9.0
1202,SEPTEMBER 7,Javier Assad,5.2,3,1,3,5,0,1,0,0,12.0
1208,SEPTEMBER 8,Chris Sale,6.0,2,0,1,7,0,0,0,0,22.0
1213,SEPTEMBER 9,Emmanuel Clase,1.0,1,0,0,2,0,0,1,0,9.0
1218,SEPTEMBER 10,George Kirby,5.0,7,5,1,4,0,1,0,0,-1.0
1222,SEPTEMBER 10,Mason Miller,1.0,0,0,0,0,0,0,0,0,3.0
